SimRaw.breakIter;gBuf.Soll_IBF.Zeit.t_Halte;gBuf.Ist_IBF.Profilflag;gBuf.Soll_IBF.InitAchse;gBuf.Aus_Onli.Ibf_nominal.Soll_AS_Pos;gBuf.Ein_Puff.form_mess_of.dis_aw;gBuf.Aus_Onli.Ibf_nominal.Soll_RS_Pos;gBuf.Ein_Puff.form_mess_of.dis_hw_dw;gBuf.Ein_Onli.Ibf_actual.Ist_AG;gBuf.Aus_Onli.Ibf_nominal.Soll_ZA_Pos;gBuf.Ein_Onli.Ibf_actual.Ist_ZEN_A;gBuf.Aus_Onli.Ibf_nominal.Soll_ZE_Pos;gBuf.Ein_Onli.Ibf_actual.Ist_ZEN_E;gBuf.Ist_IBF.ZER_Param.delta_ZRA_ZRE;gBuf.Ist_IBF.ZER_Param.ZRA.Pos_y;gBuf.Ist_IBF.ZER_Param.ZRE.Pos_y;gBuf.Ist_IBF.ZER_Param.ZRA.Flag_Kontakt;gBuf.Ist_IBF.ZER_Param.ZRE.Flag_Kontakt;gBuf.Soll_IBF.ZER_Param.ZRA.delta_Ring;gBuf.Soll_IBF.ZER_Param.ZRE.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_A.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_E.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_A.PosXY.x;gBuf.Ist_IBF.DRR_Param.DrR_A.PosXY.y;gBuf.Ist_IBF.DRR_Param.DrR_E.PosXY.x;gBuf.Ist_IBF.DRR_Param.DrR_E.PosXY.y;gBuf.Soll_Inter.DRR_Param.DrR_A.Pos;gBuf.Soll_Inter.DRR_Param.DrR_E.Pos;gBuf.Ist_IBF.Schuessel.Walzform.da;gBuf.Ist_IBF.Schuessel.Walzform.RingGeo.a;gBuf.Ist_IBF.Schuessel.Walzform.RingGeo.b;gBuf.Ist_IBF.Schuessel.Walzform.Kletterhoehe;gBuf.Ist_IBF.Schuessel.Walzform.Kletterwinkel;gBuf.Soll_Inter.hw_n;gBuf.Soll_Inter.kwu_n;gBuf.Soll_Inter.kwo_n;gBuf.Ist_Inter.hw_n;gBuf.Ist_Inter.kwu_n;gBuf.Ist_Inter.kwo_n;gBuf.Aus_Puff.n_omega.n_hw_motor;gBuf.Aus_Puff.n_omega.n_aw_motor_g_o;gBuf.Aus_Puff.n_omega.n_aw_motor_g_u;
119;0,000000;-1;s;103,989937;123,269417;136,892593;137,814774;1515,439941;1691,238159;1762,765869;1691,238159;1763,245850;1261,638428;-765,239746;766,398621;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
120;0,000000;-1;s;103,395752;121,241470;136,892593;137,814774;1515,439941;1691,238159;1761,923706;1691,238159;1762,403687;1257,572388;-763,206970;764,365417;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
121;0,000000;-1;s;102,843567;119,356895;136,892593;137,814774;1515,439941;1691,238159;1761,081543;1691,238159;1761,561523;1253,508057;-761,175049;762,333008;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
122;0,000000;-1;s;102,330429;117,605560;136,892593;137,814774;1515,439941;1691,238159;1760,239380;1691,238159;1760,719360;1249,445557;-759,144043;760,301514;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
123;0,000000;-1;s;101,853569;115,978050;136,892593;137,814774;1515,439941;1691,238159;1759,397217;1691,238159;1759,877197;1245,384521;-757,113770;758,270813;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
124;0,000000;-1;s;101,410423;114,465599;136,892593;137,814774;1515,439941;1691,238159;1758,555054;1691,238159;1759,035034;1241,325439;-755,084534;756,240967;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
125;0,000000;-1;s;100,998604;113,060081;136,892593;137,814774;1515,439941;1691,238159;1757,712891;1691,238159;1758,192871;1237,267700;-753,055725;754,211975;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
126;0,000000;-1;s;100,615906;111,753937;136,892593;137,814774;1515,439941;1691,238159;1756,870728;1691,238159;1757,350708;1233,211914;-751,028137;752,183777;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
127;0,000000;-1;s;100,260254;110,540131;136,892593;137,814774;1515,439941;1691,238159;1756,028564;1691,238159;1756,508545;1229,157471;-749,001160;750,156311;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
128;0,000000;-1;s;99,929756;109,412140;136,892593;137,814774;1515,439941;1691,238159;1755,186401;1691,238159;1755,666382;1225,105225;-746,975220;748,129944;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
129;0,000000;-1;s;99,622620;108,363899;136,892593;137,814774;1515,439941;1691,238159;1754,344238;1691,238159;1754,824219;1221,054199;-744,950073;746,104126;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
130;0,000000;-1;s;99,337204;107,389771;136,892593;137,814774;1515,439941;1691,238159;1753,502075;1691,238159;1753,982056;1217,004883;-742,925537;744,079285;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
131;0,000000;-1;s;99,071960;106,484512;136,892593;137,814774;1515,439941;1691,238159;1752,659912;1691,238159;1753,139893;1212,957275;-740,902100;742,055176;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
132;0,000000;-1;s;98,825478;105,643257;136,892593;137,814774;1515,439941;1691,238159;1751,817749;1691,238159;1752,297729;1208,911377;-738,879395;740,031982;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
133;0,000000;-1;s;98,596413;104,861481;136,892593;137,814774;1515,439941;1691,238159;1750,975586;1691,238159;1751,455566;1204,866943;-736,857300;738,009583;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
134;0,000000;-1;s;98,383545;104,134972;136,892593;137,814774;1515,439941;1691,238159;1750,133423;1691,238159;1750,613403;1200,824463;-734,836365;735,988159;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
135;0,000000;-1;s;98,185730;103,459831;136,892593;137,814774;1515,439941;1691,238159;1749,291260;1691,238159;1749,771240;1196,783691;-732,816223;733,967468;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
136;0,000000;-1;s;98,001900;102,832420;136,892593;137,814774;1515,439941;1691,238159;1748,449097;1691,238159;1748,929077;1192,744385;-730,796814;731,947571;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
137;0,000000;-1;s;97,831062;102,249367;136,892593;137,814774;1515,439941;1691,238159;1747,606934;1691,238159;1748,086914;1188,706787;-728,778259;729,928528;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
138;0,000000;-1;s;97,672310;101,707535;136,892593;137,814774;1515,439941;1691,238159;1746,764771;1691,238159;1747,244751;1184,670898;-726,760437;727,910400;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
139;0,000000;-1;s;97,524773;101,204010;136,892593;137,814774;1515,439941;1691,238159;1745,922607;1691,238159;1746,402588;1180,636475;-724,743652;725,892883;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
140;0,000000;-1;s;97,387672;100,736084;136,892593;137,814774;1515,439941;1691,238159;1745,080444;1691,238159;1745,560425;1176,603882;-722,727478;723,876404;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
141;0,000000;-1;s;97,260262;100,301239;136,892593;137,814774;1515,439941;1691,238159;1744,238281;1691,238159;1744,718262;1172,572998;-720,712280;721,860718;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
142;0,000000;-1;s;97,141861;99,897141;136,892593;137,814774;1515,439941;1691,238159;1743,396118;1691,238159;1743,876099;1168,543701;-718,697937;719,845825;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
143;0,000000;-1;s;97,031830;99,521614;136,892593;137,814774;1515,439941;1691,238159;1742,553955;1691,238159;1743,033936;1164,516113;-716,684326;717,831726;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
144;0,000000;-1;s;96,929581;99,172638;136,892593;137,814774;1515,439941;1691,238159;1741,711792;1691,238159;1742,191772;1160,490234;-714,671631;715,818665;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
145;0,000000;-1;s;96,834564;98,848335;136,892593;137,814774;1515,439941;1691,238159;1740,869629;1691,238159;1741,349609;1156,466064;-712,659729;713,806274;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
146;0,000000;-1;s;96,746262;98,546959;136,892593;137,814774;1515,439941;1691,238159;1740,027466;1691,238159;1740,507446;1152,443604;-710,648682;711,794861;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
147;0,000000;-1;s;96,664200;98,266891;136,892593;137,814774;1515,439941;1691,238159;1739,185303;1691,238159;1739,665283;1148,422607;-708,638489;709,784119;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
148;0,000000;-1;s;96,587936;98,006622;136,892593;137,814774;1515,439941;1691,238159;1738,343140;1691,238159;1738,823120;1144,403198;-706,628967;707,774231;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
149;0,000000;-1;s;96,517075;97,764755;136,892593;137,814774;1515,439941;1691,238159;1737,500977;1691,238159;1737,980957;1140,385742;-704,620605;705,765198;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
150;0,000000;-1;s;96,451218;97,539986;136,892593;137,814774;1515,439941;1691,238159;1736,658813;1691,238159;1737,138794;1136,369751;-702,612793;703,756958;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
151;0,000000;-1;s;96,390015;97,331108;136,892593;137,814774;1515,439941;1691,238159;1735,816650;1691,238159;1736,296631;1132,355713;-700,606018;701,749634;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
152;0,000000;-1;s;96,333145;97,137001;136,892593;137,814774;1515,439941;1691,238159;1734,974487;1691,238159;1735,454468;1128,343018;-698,599915;699,743164;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
153;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1515,439941;1691,238159;1734,132324;1691,238159;1734,612305;1124,332153;-696,594727;697,737427;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
154;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1515,439941;1691,238159;1733,290161;1691,238159;1733,770142;1120,322998;-694,590393;695,732666;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
155;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1503,339966;1691,238159;1732,447998;1691,238159;1732,927979;1116,315430;-692,586731;693,728699;0;0;20,000000;20,000000;603,030151;600,668701;1566,359863;-282,049957;1564,270874;280,711060;2637,577148;2637,590576;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
156;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1491,239990;1691,238159;1731,605835;1691,238159;1732,085815;1112,309570;-690,584106;691,725403;0;0;20,000000;20,000000;591,336121;588,972168;1554,361328;-281,667603;1552,271973;280,328796;2626,056641;2626,057861;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
157;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1479,140015;1691,238159;1730,763672;1691,238159;1731,243652;1108,305420;-688,582275;689,723083;0;0;20,000000;20,000000;579,649536;577,283875;1542,365601;-281,278229;1540,276123;279,939758;2614,542236;2614,530762;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
158;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1467,040039;1691,238159;1729,921509;1691,238159;1730,401489;1104,302979;-686,581299;687,721619;0;0;20,000000;20,000000;567,972412;565,603088;1530,373901;-280,881989;1528,282837;279,543304;2603,033936;2603,010254;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
159;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1454,940063;1691,238159;1729,079346;1691,238159;1729,559326;1100,302002;-684,581055;685,720947;0;0;20,000000;20,000000;556,303162;553,931274;1518,385254;-280,478455;1516,293335;279,139862;2591,531738;2591,495361;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
160;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1442,840088;1691,238159;1728,237183;1691,238159;1728,717163;1096,302734;-682,581726;683,721069;0;0;20,000000;20,000000;544,640625;542,267334;1506,397827;-280,066833;1504,306519;278,728638;2580,035889;2579,986816;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
161;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1430,740112;1691,238159;1727,395020;1691,238159;1727,875000;1092,305176;-680,583130;681,722046;0;0;20,000000;20,000000;532,989014;530,612671;1494,416016;-279,648102;1492,323608;278,309814;2568,546387;2568,484375;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
162;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1418,640137;1691,238159;1726,552856;1691,238159;1727,032837;1088,309326;-678,585449;679,723938;0;0;20,000000;20,000000;521,344482;518,967407;1482,435913;-279,220917;1480,344604;277,883179;2557,063721;2556,988770;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
163;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1406,540161;1691,238159;1725,710693;1691,238159;1726,190674;1084,315308;-676,588684;677,726624;0;0;20,000000;20,000000;509,710754;507,329712;1470,460693;-278,786041;1468,367676;277,447998;2545,587402;2545,499023;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
164;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1394,440186;1691,238159;1724,868530;1691,238159;1725,348511;1080,322876;-674,592651;675,730225;0;0;20,000000;20,000000;498,085754;495,703705;1458,488647;-278,342560;1456,396484;277,004883;2534,117676;2534,016357;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
165;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1382,340210;1691,238159;1724,026367;1691,238159;1724,506348;1076,332153;-672,597595;673,734558;0;0;20,000000;20,000000;486,470795;484,086304;1446,520630;-277,890472;1444,427979;276,552948;2522,655029;2522,540039;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
166;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1370,240234;1691,238159;1723,184204;1691,238159;1723,664185;1072,342773;-670,603088;671,739624;0;0;20,000000;20,000000;474,866760;472,478760;1434,557617;-277,429810;1432,463501;276,091919;2511,199463;2511,070801;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
167;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1358,140259;1691,238159;1722,342041;1691,238159;1722,822021;1068,355225;-668,609497;669,745667;0;0;20,000000;20,000000;463,270660;460,882233;1422,596191;-276,959320;1420,503662;275,622101;1450,650269;1443,930542;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
168;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1346,040283;1691,238159;1721,499878;1691,238159;1721,979858;1064,369507;-666,616882;667,752625;0;0;20,000000;20,000000;451,687439;449,295410;1410,641479;-276,480133;1408,547363;275,142487;1435,191040;1428,712524;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
169;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1333,940308;1691,238159;1720,657715;1691,238159;1721,137695;1060,385254;-664,625061;665,760193;0;0;20,000000;20,000000;440,116241;437,720459;1398,692017;-275,991516;1396,596313;274,653534;1419,907593;1413,657349;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
170;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1321,840332;1691,238159;1719,815552;1691,238159;1720,295532;1056,402832;-662,634155;663,768738;0;0;20,000000;20,000000;428,554443;426,156525;1386,745239;-275,492401;1384,649780;274,154480;1404,793579;1398,760986;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
171;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1309,740356;1691,238159;1718,973389;1691,238159;1719,453369;1052,422119;-660,643921;661,778198;0;0;20,000000;20,000000;417,005249;414,605042;1374,804321;-274,983368;1372,708740;273,645477;1389,843750;1384,017944;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
172;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1297,640381;1691,238159;1718,131226;1691,238159;1718,611206;1048,443115;-658,654724;659,788452;0;0;20,000000;20,000000;405,468719;403,066162;1362,869141;-274,464020;1360,773315;273,125977;1375,053345;1369,424805;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
173;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1285,540405;1691,238159;1717,289063;1691,238159;1717,769043;1044,465698;-656,666199;657,799500;0;0;20,000000;20,000000;393,943878;391,537903;1350,938354;-273,933502;1348,841431;272,595184;1360,418213;1354,976807;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
174;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1273,440430;1691,238159;1716,446899;1691,238159;1716,926880;1040,489868;-654,678528;655,811340;0;0;20,000000;20,000000;382,431946;380,025055;1339,013062;-273,391846;1336,917480;272,053833;1345,933594;1340,670776;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
175;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1261,340454;1691,238159;1715,604736;1691,238159;1716,084717;1036,515625;-652,691589;653,823975;0;0;20,000000;20,000000;370,934662;368,524933;1327,094971;-272,839233;1324,998657;271,500916;1331,595337;1326,502441;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
176;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1249,240479;1691,238159;1714,762573;1691,238159;1715,242554;1032,543457;-650,705811;651,837585;0;0;20,000000;20,000000;359,450775;357,037720;1315,182251;-272,274597;1313,085205;270,935822;1317,399902;1312,469238;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
177;0,000000;-1;s;96,000000;96,956612;136,892593;137,814774;1237,140503;1691,238159;1713,920410;1691,238159;1714,400391;1028,572754;-648,720703;649,852051;0;0;20,000000;20,000000;347,980774;345,565765;1303,275635;-271,697632;1301,178833;270,358826;1303,343994;1298,567383;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
