SimRaw.breakIter;gBuf.Soll_IBF.Zeit.t_Halte;gBuf.Ist_IBF.Profilflag;gBuf.Soll_IBF.InitAchse;gBuf.Aus_Onli.Ibf_nominal.Soll_AS_Pos;gBuf.Ein_Puff.form_mess_of.dis_aw;gBuf.Aus_Onli.Ibf_nominal.Soll_RS_Pos;gBuf.Ein_Puff.form_mess_of.dis_hw_dw;gBuf.Ein_Onli.Ibf_actual.Ist_AG;gBuf.Aus_Onli.Ibf_nominal.Soll_ZA_Pos;gBuf.Ein_Onli.Ibf_actual.Ist_ZEN_A;gBuf.Aus_Onli.Ibf_nominal.Soll_ZE_Pos;gBuf.Ein_Onli.Ibf_actual.Ist_ZEN_E;gBuf.Ist_IBF.ZER_Param.delta_ZRA_ZRE;gBuf.Ist_IBF.ZER_Param.ZRA.Pos_y;gBuf.Ist_IBF.ZER_Param.ZRE.Pos_y;gBuf.Ist_IBF.ZER_Param.ZRA.Flag_Kontakt;gBuf.Ist_IBF.ZER_Param.ZRE.Flag_Kontakt;gBuf.Soll_IBF.ZER_Param.ZRA.delta_Ring;gBuf.Soll_IBF.ZER_Param.ZRE.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_A.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_E.delta_Ring;gBuf.Ist_IBF.DRR_Param.DrR_A.PosXY.x;gBuf.Ist_IBF.DRR_Param.DrR_A.PosXY.y;gBuf.Ist_IBF.DRR_Param.DrR_E.PosXY.x;gBuf.Ist_IBF.DRR_Param.DrR_E.PosXY.y;gBuf.Soll_Inter.DRR_Param.DrR_A.Pos;gBuf.Soll_Inter.DRR_Param.DrR_E.Pos;gBuf.Ist_IBF.Schuessel.Walzform.da;gBuf.Ist_IBF.Schuessel.Walzform.RingGeo.a;gBuf.Ist_IBF.Schuessel.Walzform.RingGeo.b;gBuf.Ist_IBF.Schuessel.Walzform.Kletterhoehe;gBuf.Ist_IBF.Schuessel.Walzform.Kletterwinkel;gBuf.Soll_Inter.hw_n;gBuf.Soll_Inter.kwu_n;gBuf.Soll_Inter.kwo_n;gBuf.Ist_Inter.hw_n;gBuf.Ist_Inter.kwu_n;gBuf.Ist_Inter.kwo_n;gBuf.Aus_Puff.n_omega.n_hw_motor;gBuf.Aus_Puff.n_omega.n_aw_motor_g_o;gBuf.Aus_Puff.n_omega.n_aw_motor_g_u;
0;19,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1559,580078;1846,140015;1559,580078;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;1602,974609;1600,684570;1575,847778;-293,651886;1573,770020;292,299377;342,500000;345,899994;1000,000000;166,666672;166,666672;81,000000;0,000000;0,000000;0,000000;0,000000;0,011783;0,087108;0,035192;0,000000;0,000000;0,000000;
1;18,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1625,337402;1846,140015;1625,337402;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;1286,085083;1283,839722;1588,224243;-299,435089;1586,235840;297,979523;2649,103516;2649,129150;1000,000000;333,333344;333,333344;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
2;17,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;943,247070;940,914673;1577,235718;-286,992401;1575,151611;285,649475;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
3;16,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
4;15,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
5;14,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
6;13,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
7;12,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
8;11,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
9;10,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
10;9,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
11;8,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12;7,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
13;6,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
14;5,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
15;4,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
16;3,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
17;2,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
18;1,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
19;0,000000;-1;s;273,369995;273,369995;0,000000;469,140015;1515,439941;1680,611084;1846,140015;1680,611084;1846,619995;1672,350098;-970,572327;971,777771;0;0;0,000000;0,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;1421,715088;1415,382324;1000,000000;500,000000;500,000000;81,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
20;0,000000;-1;s;273,369995;273,369995;469,140015;469,140015;1515,439941;1691,238159;1846,140015;1691,238159;1846,619995;1672,350098;-970,572327;971,777771;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,000000;0,000000;0,000000;2,204542;-1,412676;-1,412676;
21;0,000000;-1;s;273,369995;273,369995;349,140015;469,140015;1515,439941;1691,238159;1845,297852;1691,238159;1845,777832;1668,120972;-968,458008;969,662964;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
22;0,000000;-1;s;273,369995;273,369995;337,040009;457,040009;1515,439941;1691,238159;1844,455688;1691,238159;1844,935669;1663,893311;-966,344543;967,548828;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
23;0,000000;-1;s;273,369995;273,369995;324,940002;444,940002;1515,439941;1691,238159;1843,613525;1691,238159;1844,093506;1659,667480;-964,231812;965,435730;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
24;0,000000;-1;s;273,369995;273,369995;312,839996;432,839996;1515,439941;1691,238159;1842,771362;1691,238159;1843,251343;1655,443359;-962,119873;963,323486;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
25;0,000000;-1;s;273,369995;273,369995;300,739990;420,739990;1515,439941;1691,238159;1841,929199;1691,238159;1842,409180;1651,220703;-960,008850;961,211853;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
26;0,000000;-1;s;273,369995;273,369995;288,639984;408,639984;1515,439941;1691,238159;1841,087036;1691,238159;1841,567017;1647,000000;-957,898743;959,101196;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
27;0,000000;-1;s;273,369995;273,369995;276,539978;396,539978;1515,439941;1691,238159;1840,244873;1691,238159;1840,724854;1642,780762;-955,789307;956,991394;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
28;0,000000;-1;s;273,369995;273,369995;264,439972;384,439972;1515,439941;1691,238159;1839,402710;1691,238159;1839,882690;1638,562744;-953,680481;954,882202;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
29;0,000000;-1;s;273,369995;273,369995;252,339966;372,339966;1515,439941;1691,238159;1838,560547;1691,238159;1839,040527;1634,346802;-951,572876;952,773926;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
30;0,000000;-1;s;273,369995;273,369995;240,239960;360,239960;1515,439941;1691,238159;1837,718384;1691,238159;1838,198364;1630,132324;-949,465820;950,666504;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
31;0,000000;-1;s;273,369995;273,369995;228,139954;348,139954;1515,439941;1691,238159;1836,876221;1691,238159;1837,356201;1625,919556;-947,359680;948,559875;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
32;0,000000;-1;s;273,369995;273,369995;216,039948;336,039948;1515,439941;1691,238159;1836,034058;1691,238159;1836,514038;1621,708496;-945,254272;946,454163;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
33;0,000000;-1;s;273,369995;273,369995;203,939941;323,939941;1515,439941;1691,238159;1835,191895;1691,238159;1835,671875;1617,499023;-943,149841;944,349182;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
34;0,000000;-1;s;273,369995;273,369995;191,839935;311,839935;1515,439941;1691,238159;1834,349731;1691,238159;1834,829712;1613,291016;-941,046143;942,244934;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
35;0,000000;-1;s;273,369995;273,369995;184,606857;299,739929;1515,439941;1691,238159;1833,507568;1691,238159;1833,987549;1609,084961;-938,943237;940,141663;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
36;0,000000;-1;s;273,369995;273,369995;181,204163;288,126617;1515,439941;1691,238159;1832,665405;1691,238159;1833,145386;1604,880371;-936,841248;938,039124;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
37;0,000000;-1;s;273,369995;273,369995;178,042038;277,334381;1515,439941;1691,238159;1831,823242;1691,238159;1832,303223;1600,677490;-934,740051;935,937378;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
38;0,000000;-1;s;273,369995;273,369995;175,103470;267,305145;1515,439941;1691,238159;1830,981079;1691,238159;1831,461060;1596,475830;-932,639465;933,836426;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
39;0,000000;-1;s;273,369995;273,369995;172,372665;257,984985;1515,439941;1691,238159;1830,138916;1691,238159;1830,618896;1592,276245;-930,539856;931,736389;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
40;0,000000;-1;s;273,369995;273,369995;169,834930;249,323746;1515,439941;1691,238159;1829,296753;1691,238159;1829,776733;1588,078247;-928,441040;929,637207;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
41;0,000000;-1;s;273,369995;273,369995;167,476593;241,274857;1515,439941;1691,238159;1828,454590;1691,238159;1828,934570;1583,882080;-926,343201;927,538818;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
42;0,000000;-1;s;273,369995;273,369995;165,285004;233,795029;1515,439941;1691,238159;1827,612427;1691,238159;1828,092407;1579,687012;-924,245972;925,441040;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
43;0,000000;-1;s;273,369995;273,369995;163,248352;226,844025;1515,439941;1691,238159;1826,770264;1691,238159;1827,250244;1575,493896;-922,149597;923,344238;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
44;0,000000;-1;s;273,369995;273,369995;161,355713;220,384460;1515,439941;1691,238159;1825,928101;1691,238159;1826,408081;1571,302490;-920,054138;921,248291;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
45;0,000000;-1;s;273,369995;273,369995;159,596863;214,381592;1515,439941;1691,238159;1825,085938;1691,238159;1825,565918;1567,112549;-917,959412;919,153137;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
46;0,000000;-1;s;273,369995;273,369995;157,962372;208,803116;1515,439941;1691,238159;1824,243774;1691,238159;1824,723755;1562,924316;-915,865479;917,058777;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
47;0,000000;-1;s;273,369995;273,369995;156,443451;203,619049;1515,439941;1691,238159;1823,401611;1691,238159;1823,881592;1558,737793;-913,772583;914,965149;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
48;0,000000;-1;s;273,369995;273,369995;155,031891;198,801483;1515,439941;1691,238159;1822,559448;1691,238159;1823,039429;1554,552734;-911,680176;912,872498;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
49;0,000000;-1;s;273,369995;273,369995;153,720154;194,324524;1515,439941;1691,238159;1821,717285;1691,238159;1822,197266;1550,369385;-909,588806;910,780518;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
50;0,000000;-1;s;273,369995;273,369995;152,501144;190,164093;1515,439941;1691,238159;1820,875122;1691,238159;1821,355103;1546,187988;-907,498291;908,689758;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
51;0,000000;-1;s;273,369995;273,369995;151,368317;186,297791;1515,439941;1691,238159;1820,032959;1691,238159;1820,512939;1542,007813;-905,408447;906,599365;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
52;0,000000;-1;s;273,369995;273,369995;150,315582;182,704849;1515,439941;1691,238159;1819,190796;1691,238159;1819,670776;1537,829590;-903,319641;904,509949;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
53;0,000000;-1;s;273,369995;273,369995;149,337280;179,365921;1515,439941;1691,238159;1818,348633;1691,238159;1818,828613;1533,652832;-901,231384;902,421387;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
54;0,000000;-1;s;273,369995;273,369995;148,428146;176,263062;1515,439941;1691,238159;1817,506470;1691,238159;1817,986450;1529,477539;-899,143982;900,333618;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
55;0,000000;-1;s;273,369995;273,369995;147,583282;173,379562;1515,439941;1691,238159;1816,664307;1691,238159;1817,144287;1525,304199;-897,057617;898,246521;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
56;0,000000;-1;s;273,369995;273,369995;146,798141;170,699936;1515,439941;1691,238159;1815,822144;1691,238159;1816,302124;1521,132446;-894,971863;896,160583;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
57;0,000000;-1;s;273,369995;273,369995;146,068527;168,209763;1515,439941;1691,238159;1814,979980;1691,238159;1815,459961;1516,962158;-892,886963;894,075134;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
58;0,000000;-1;s;273,369995;273,369995;145,390488;165,895645;1515,439941;1691,238159;1814,137817;1691,238159;1814,617798;1512,793701;-890,802979;891,990662;0;0;20,000000;20,000000;614,731079;612,371826;1578,360474;-282,425354;1576,271973;281,086273;2649,103516;2649,129150;1000,000000;500,000000;500,000000;81,000000;0,000000;2,204542;-1,412676;-1,412676;0,010233;-0,019585;-0,019585;2,204542;-1,412676;-1,412676;
